Price,Reviews_per_month,Kelas
0.006666666666666667,0.102291325695581,1.0
0.001888888888888889,0.03846153846153846,2.0
0.01,0.03382433169667212,2.0
0.002888888888888889,0.010365521003818877,3.0
0.004666666666666667,0.04746317512274959,2.0
0.02,0.0038188761593016905,3.0
0.007777777777777778,0.006001091107474086,3.0
0.01,0.01254773595199127,3.0
0.005,0.07692307692307693,2.0
0.0054444444444444445,0.05701036552100382,2.0
0.014333333333333333,0.020185488270594652,3.0
0.007777777777777778,0.01636661211129296,3.0
0.010888888888888889,0.015821058374249863,3.0
0.017777777777777778,0.06164757228587016,2.0
0.007222222222222223,0.025368248772504088,3.0
0.01,0.004637206764866338,3.0
0.01,0.0010911074740861976,3.0
0.02188888888888889,0.04418985270049099,2.0
0.007777777777777778,0.007637752318603382,3.0
0.01,0.008728859792689581,3.0
0.006666666666666667,0.00027277686852154935,3.0
0.014444444444444446,0.018821603927986905,3.0
0.011111111111111112,0.06573922531369339,2.0
0.004888888888888889,0.13447899618112383,1.0
0.006888888888888889,0.039007092198581554,2.0
0.006111111111111111,0.0,3.0
0.0044444444444444444,0.04418985270049099,2.0
0.002777777777777778,0.005455537370430987,3.0
0.005777777777777778,0.08265139116202946,2.0
0.004333333333333333,0.0430987452264048,2.0
0.008888888888888889,0.027823240589198037,3.0
0.008888888888888889,0.0013638843426077467,3.0
0.005555555555555556,0.016639388979814512,3.0
0.004777777777777778,0.018821603927986905,3.0
0.0044444444444444444,0.00027277686852154935,3.0
0.004,0.00845608292416803,3.0
0.013222222222222222,0.030823786142935076,2.0
0.01,0.01773049645390071,3.0
0.004666666666666667,0.0030005455537370426,3.0
0.006222222222222223,0.027550463720676488,3.0
0.005555555555555556,0.04418985270049099,2.0
0.005333333333333334,0.01282051282051282,3.0
0.017777777777777778,0.009274413529732678,3.0
0.009777777777777778,0.0016366612111292963,3.0
0.006111111111111111,0.043371522094926354,2.0
0.01,0.0,3.0
0.006111111111111111,0.00409165302782324,3.0
0.022222222222222223,0.022640480087288598,3.0
0.008888888888888889,0.045553737043098744,2.0
0.0054444444444444445,0.0005455537370430987,3.0
0.006111111111111111,0.023731587561374796,3.0
0.014444444444444446,0.009819967266775777,3.0
0.01,0.022913256955810146,3.0
0.013333333333333334,0.003273322422258592,3.0
0.004111111111111111,0.03464266230223677,2.0
0.005777777777777778,0.03136933987997818,2.0
0.004888888888888889,0.01336606655755592,3.0
0.011333333333333334,0.010365521003818877,3.0
0.0032222222222222222,0.024549918166939445,3.0
0.009333333333333334,0.06601200218221495,2.0
0.008888888888888889,0.014729950900163668,3.0
0.007666666666666667,0.05810147299509002,2.0
0.020555555555555556,0.020458265139116204,3.0
0.0054444444444444445,0.020185488270594652,3.0
0.017222222222222222,0.011456628477905073,3.0
0.007333333333333334,0.07037643207855973,2.0
0.007777777777777778,0.021549372613202403,3.0
0.005888888888888889,0.06055646481178396,2.0
